,Variable,date,Tank,Mean,Cohort
2176,Condition Factor:,1/29/2019,STB,1.197939088,
2177,Gut content (score):,1/29/2019,STB,2,
2178,Hepatosomatic index:,1/29/2019,STB,0.065264251,
2179,Surface necrosis (score):,1/29/2019,STB,0,
2180,Antenna:Shrimp lengths (ratio):,2/5/2019,STB,1.165518101,
2181,Condition Factor:,2/5/2019,STB,1.0636849,
2182,Gut content (score):,2/5/2019,STB,1.2,
2183,Hepatosomatic index:,2/5/2019,STB,0.063686582,
2184,Surface necrosis (score):,2/5/2019,STB,0,
2185,Antenna:Shrimp lengths (ratio):,2/12/2019,STB,0.87856352,
2186,Condition Factor:,2/12/2019,STB,1.175601392,
2187,Gut content (score):,2/12/2019,STB,0,
2188,Hepatosomatic index:,2/12/2019,STB,0.055856912,
2189,Surface necrosis (score):,2/12/2019,STB,0,
2190,Antenna:Shrimp lengths (ratio):,2/19/2019,STB,0.370826839,
2191,Condition Factor:,2/19/2019,STB,0.977121096,
2192,Gut content (score):,2/19/2019,STB,0.2,
2193,Hepatosomatic index:,2/19/2019,STB,0.040376975,
2194,Surface necrosis (score):,2/19/2019,STB,0.2,
2195,Gut content (score):,3/12/2019,STB,1.2,
2196,Gut content (score):,3/19/2019,STB,0.8,
2197,Gut content (score):,3/26/2019,STB,1.6,
2198,Antenna:Shrimp lengths (ratio):,5/14/2019,STB,0.225590907,
2199,Condition Factor:,5/14/2019,STB,0.906424298,
2200,Gut content (score):,5/14/2019,STB,0.8,
2201,Hepatosomatic index:,5/14/2019,STB,0.046747936,
2202,Surface necrosis (score):,5/14/2019,STB,0.8,
2203,Weight (g),5/14/2019,STB,12.634,
2204,Gut content (score):,9/3/2019,STB,1.2,
2205,Surface necrosis (score):,9/3/2019,STB,0,
2206,Antenna:Shrimp lengths (ratio):,10/1/2019,STB,0.72235277,
2207,Condition Factor:,10/1/2019,STB,1.142658309,
2208,Gut content (score):,10/1/2019,STB,1.8,
2209,Hepatosomatic index:,10/1/2019,STB,0.06634404,
2210,Surface necrosis (score):,10/1/2019,STB,0.4,
2211,Weight (g),10/1/2019,STB,2.272,
2212,Antenna:Shrimp lengths (ratio):,10/8/2019,STB,0.665188175,
2213,Condition Factor:,10/8/2019,STB,0.700395063,
2214,Gut content (score):,10/8/2019,STB,1.2,
2215,Hepatosomatic index:,10/8/2019,STB,0.065037187,
2216,Surface necrosis (score):,10/8/2019,STB,0.6,
2217,Weight (g),10/8/2019,STB,4.655,
2218,Antenna:Shrimp lengths (ratio):,1/3/2020,STB,0.971815074,
2219,Condition Factor:,1/3/2020,STB,0.933565979,
2220,Gut content (score):,1/3/2020,STB,1.8,
2221,Hepatosomatic index:,1/3/2020,STB,0.061498016,
2222,Surface necrosis (score):,1/3/2020,STB,1,
2223,Weight (g),1/3/2020,STB,4.152,
2224,Antenna:Shrimp lengths (ratio):,1/7/2020,STB,0.836306965,
2225,Condition Factor:,1/7/2020,STB,0.847925013,
2226,Gut content (score):,1/7/2020,STB,0.8,
2227,Hepatosomatic index:,1/7/2020,STB,0.049799763,
2228,Surface necrosis (score):,1/7/2020,STB,0.6,
2229,Weight (g),1/7/2020,STB,4.656,
2230,Antenna:Shrimp lengths (ratio):,1/14/2020,STB,0.73051039,
2231,Condition Factor:,1/14/2020,STB,0.893553636,
2232,Gut content (score):,1/14/2020,STB,1.4,
2233,Hepatosomatic index:,1/14/2020,STB,0.049649327,
2234,Surface necrosis (score):,1/14/2020,STB,0.8,
2235,Weight (g),1/14/2020,STB,4.888,
2236,Antenna:Shrimp lengths (ratio):,1/21/2020,STB,0.608917864,
2237,Condition Factor:,1/21/2020,STB,0.877843951,
2238,Gut content (score):,1/21/2020,STB,1.2,
2239,Hepatosomatic index:,1/21/2020,STB,0.048174447,
2240,Surface necrosis (score):,1/21/2020,STB,0.8,
2241,Weight (g),1/21/2020,STB,7.746,
2242,Antenna:Shrimp lengths (ratio):,1/28/2020,STB,0.594937139,
2243,Condition Factor:,1/28/2020,STB,0.877520086,
2244,Gut content (score):,1/28/2020,STB,2.4,
2245,Hepatosomatic index:,1/28/2020,STB,0.046888343,
2246,Surface necrosis (score):,1/28/2020,STB,0.8,
2247,Weight (g),1/28/2020,STB,10.842,
2248,Gut content (score):,3/31/2020,STB,2.4,
2249,Antenna:Shrimp lengths (ratio):,1/11/2018,STC,1.217758784,
2250,Condition Factor:,1/11/2018,STC,1.017978831,
2251,Gut content (score):,1/11/2018,STC,1.666666667,
2252,Hepatosomatic index:,1/11/2018,STC,0.053759308,
2253,Surface necrosis (score):,1/11/2018,STC,0,
2254,Condition Factor:,1/18/2018,STC,1.623276378,
2255,Gut content (score):,1/18/2018,STC,0.8,
2256,Hepatosomatic index:,1/18/2018,STC,0.038599572,
2257,Surface necrosis (score):,1/18/2018,STC,0,
2258,Weight (g),1/18/2018,STC,4.132,
2259,Condition Factor:,1/25/2018,STC,1.08488366,
2260,Gut content (score):,1/25/2018,STC,0.4,
2261,Hepatosomatic index:,1/25/2018,STC,0.075611276,
2262,Surface necrosis (score):,1/25/2018,STC,0,
2263,Weight (g),1/25/2018,STC,2.892,
2264,Antenna:Shrimp lengths (ratio):,2/1/2018,STC,0,
2265,Condition Factor:,2/1/2018,STC,1.108618197,
2266,Gut content (score):,2/1/2018,STC,0.4,
2267,Hepatosomatic index:,2/1/2018,STC,0.051165151,
2268,Surface necrosis (score):,2/1/2018,STC,0,
2269,Antenna:Shrimp lengths (ratio):,2/7/2018,STC,0,
2270,Condition Factor:,2/7/2018,STC,1.038287812,
2271,Gut content (score):,2/7/2018,STC,0.4,
2272,Hepatosomatic index:,2/7/2018,STC,0.052277985,
2273,Surface necrosis (score):,2/7/2018,STC,0.6,
2274,Antenna:Shrimp lengths (ratio):,2/15/2018,STC,0.363045127,
2275,Condition Factor:,2/15/2018,STC,1.249834925,
2276,Gut content (score):,2/15/2018,STC,0.2,
2277,Hepatosomatic index:,2/15/2018,STC,0.049671957,
2278,Surface necrosis (score):,2/15/2018,STC,0,
2279,Antenna:Shrimp lengths (ratio):,4/4/2018,STC,0.493045161,
2280,Condition Factor:,4/4/2018,STC,1.17056464,
2281,Gut content (score):,4/4/2018,STC,0.8,
2282,Hepatosomatic index:,4/4/2018,STC,0.042079016,
2283,Surface necrosis (score):,4/4/2018,STC,0,
2284,Antenna:Shrimp lengths (ratio):,5/3/2018,STC,1.247910108,
2285,Condition Factor:,5/3/2018,STC,1.414401473,
2286,Gut content (score):,5/3/2018,STC,0,
2287,Hepatosomatic index:,5/3/2018,STC,0.060160056,
2288,Surface necrosis (score):,5/3/2018,STC,0,
2289,Antenna:Shrimp lengths (ratio):,5/10/2018,STC,0.592770346,
2290,Condition Factor:,5/10/2018,STC,1.245641179,
2291,Gut content (score):,5/10/2018,STC,1,
2292,Hepatosomatic index:,5/10/2018,STC,0.05462151,
2293,Surface necrosis (score):,5/10/2018,STC,0,
2294,Antenna:Shrimp lengths (ratio):,5/17/2018,STC,0.492705578,
2295,Condition Factor:,5/17/2018,STC,1.050495775,
2296,Gut content (score):,5/17/2018,STC,0.6,
2297,Hepatosomatic index:,5/17/2018,STC,0.050210008,
2298,Surface necrosis (score):,5/17/2018,STC,0,
2299,Antenna:Shrimp lengths (ratio):,5/24/2018,STC,0.466307454,
2300,Condition Factor:,5/24/2018,STC,1.065513867,
2301,Gut content (score):,5/24/2018,STC,1.2,
2302,Hepatosomatic index:,5/24/2018,STC,0.04048173,
2303,Surface necrosis (score):,5/24/2018,STC,0.4,
2304,Antenna:Shrimp lengths (ratio):,5/31/2018,STC,0.398887394,
2305,Condition Factor:,5/31/2018,STC,1.104207898,
2306,Gut content (score):,5/31/2018,STC,0.6,
2307,Hepatosomatic index:,5/31/2018,STC,0.039803025,
2308,Surface necrosis (score):,5/31/2018,STC,0.4,
2309,Antenna:Shrimp lengths (ratio):,6/7/2018,STC,0.282260894,
2310,Condition Factor:,6/7/2018,STC,1.031449258,
2311,Gut content (score):,6/7/2018,STC,1.6,
2312,Hepatosomatic index:,6/7/2018,STC,0.04014948,
2313,Surface necrosis (score):,6/7/2018,STC,0.4,
2314,Gut content (score):,7/19/2018,STC,4,
2315,Gut content (score):,8/1/2018,STC,0,
2316,Antenna:Shrimp lengths (ratio):,8/8/2018,STC,1.23056616,
2317,Condition Factor:,8/8/2018,STC,1.443488697,
2318,Gut content (score):,8/8/2018,STC,0.4,
2319,Hepatosomatic index:,8/8/2018,STC,0.059566344,
2320,Surface necrosis (score):,8/8/2018,STC,0,
2321,Antenna:Shrimp lengths (ratio):,8/15/2018,STC,1.043089535,
2322,Condition Factor:,8/15/2018,STC,1.091380121,
2323,Gut content (score):,8/15/2018,STC,1.2,
2324,Hepatosomatic index:,8/15/2018,STC,0.031745551,
2325,Surface necrosis (score):,8/15/2018,STC,0.2,
2326,Antenna:Shrimp lengths (ratio):,8/22/2018,STC,1.130308944,
2327,Condition Factor:,8/22/2018,STC,1.258269334,
2328,Gut content (score):,8/22/2018,STC,2,
2329,Hepatosomatic index:,8/22/2018,STC,0.081576496,
2330,Surface necrosis (score):,8/22/2018,STC,0,
2331,Antenna:Shrimp lengths (ratio):,8/29/2018,STC,0.623060452,
2332,Condition Factor:,8/29/2018,STC,1.358806673,
2333,Gut content (score):,8/29/2018,STC,1.4,
2334,Hepatosomatic index:,8/29/2018,STC,0.051769357,
2335,Surface necrosis (score):,8/29/2018,STC,0,
2336,Antenna:Shrimp lengths (ratio):,11/6/2018,STC,1.043156616,
2337,Condition Factor:,11/6/2018,STC,1.143208132,
2338,Gut content (score):,11/6/2018,STC,0.4,
2339,Hepatosomatic index:,11/6/2018,STC,0.060754262,
2340,Surface necrosis (score):,11/6/2018,STC,0,
2341,Antenna:Shrimp lengths (ratio):,11/13/2018,STC,0.725962896,
2342,Condition Factor:,11/13/2018,STC,1.058777254,
2343,Gut content (score):,11/13/2018,STC,0.8,
2344,Hepatosomatic index:,11/13/2018,STC,0.056870934,
2345,Surface necrosis (score):,11/13/2018,STC,0,
2346,Antenna:Shrimp lengths (ratio):,11/20/2018,STC,0.411218767,
2347,Condition Factor:,11/20/2018,STC,1.109808607,
2348,Gut content (score):,11/20/2018,STC,0.2,
2349,Hepatosomatic index:,11/20/2018,STC,0.050054736,
2350,Surface necrosis (score):,11/20/2018,STC,0.2,
2351,Antenna:Shrimp lengths (ratio):,11/27/2018,STC,0.592546389,
2352,Condition Factor:,11/27/2018,STC,1.174127872,
2353,Gut content (score):,11/27/2018,STC,0.8,
2354,Hepatosomatic index:,11/27/2018,STC,0.050042423,
2355,Surface necrosis (score):,11/27/2018,STC,0.2,
2356,Gut content (score):,12/26/2018,STC,3.2,
2357,Gut content (score):,1/2/2019,STC,1.8,
2358,Gut content (score):,1/8/2019,STC,2.2,
2359,Gut content (score):,1/15/2019,STC,1.8,
2360,Gut content (score):,1/22/2019,STC,0.4,
2361,Antenna:Shrimp lengths (ratio):,1/29/2019,STC,1.473454091,
2362,Condition Factor:,1/29/2019,STC,1.228748816,
2363,Gut content (score):,1/29/2019,STC,2.4,
2364,Hepatosomatic index:,1/29/2019,STC,0.060202569,
2365,Surface necrosis (score):,1/29/2019,STC,0.2,
2366,Antenna:Shrimp lengths (ratio):,2/5/2019,STC,0.888182957,
2367,Condition Factor:,2/5/2019,STC,1.046281938,
2368,Gut content (score):,2/5/2019,STC,1.4,
2369,Hepatosomatic index:,2/5/2019,STC,0.061348776,
2370,Surface necrosis (score):,2/5/2019,STC,0,
2371,Antenna:Shrimp lengths (ratio):,2/12/2019,STC,0.91274531,
2372,Condition Factor:,2/12/2019,STC,1.156451539,
2373,Gut content (score):,2/12/2019,STC,2.4,
2374,Hepatosomatic index:,2/12/2019,STC,0.051092112,
2375,Surface necrosis (score):,2/12/2019,STC,0.2,
2376,Antenna:Shrimp lengths (ratio):,2/19/2019,STC,0.578898711,
2377,Condition Factor:,2/19/2019,STC,1.029964944,
2378,Gut content (score):,2/19/2019,STC,0.2,
2379,Hepatosomatic index:,2/19/2019,STC,0.053427007,
2380,Surface necrosis (score):,2/19/2019,STC,0,
2381,Gut content (score):,3/12/2019,STC,1.8,
2382,Gut content (score):,3/19/2019,STC,1.2,
2383,Gut content (score):,3/26/2019,STC,1,
2384,Gut content (score):,9/3/2019,STC,3.2,
2385,Surface necrosis (score):,9/3/2019,STC,0.2,
2386,Antenna:Shrimp lengths (ratio):,10/1/2019,STC,0.8736223,
2387,Condition Factor:,10/1/2019,STC,1.026591739,
2388,Gut content (score):,10/1/2019,STC,2.8,
2389,Hepatosomatic index:,10/1/2019,STC,0.066927128,
2390,Surface necrosis (score):,10/1/2019,STC,0.2,
2391,Weight (g),10/1/2019,STC,2.234,
2392,Antenna:Shrimp lengths (ratio):,10/8/2019,STC,1.154235125,
2393,Condition Factor:,10/8/2019,STC,0.881949011,
2394,Gut content (score):,10/8/2019,STC,0.6,
2395,Hepatosomatic index:,10/8/2019,STC,0.066409271,
2396,Surface necrosis (score):,10/8/2019,STC,0.2,
2397,Weight (g),10/8/2019,STC,3.672,
2398,Antenna:Shrimp lengths (ratio):,10/15/2019,STC,0.893919041,
2399,Condition Factor:,10/15/2019,STC,0.876814071,
2400,Gut content (score):,10/15/2019,STC,2,
2401,Hepatosomatic index:,10/15/2019,STC,0.056809796,
2402,Surface necrosis (score):,10/15/2019,STC,0.8,
2403,Weight (g),10/15/2019,STC,5.444,
2404,Antenna:Shrimp lengths (ratio):,1/3/2020,STC,0.667583807,
2405,Condition Factor:,1/3/2020,STC,0.868437062,
2406,Gut content (score):,1/3/2020,STC,1.4,
2407,Hepatosomatic index:,1/3/2020,STC,0.057104282,
2408,Surface necrosis (score):,1/3/2020,STC,1.2,
2409,Weight (g),1/3/2020,STC,3.354,
2410,Antenna:Shrimp lengths (ratio):,1/7/2020,STC,0.760099039,
2411,Condition Factor:,1/7/2020,STC,0.889567943,
2412,Gut content (score):,1/7/2020,STC,2.4,
2413,Hepatosomatic index:,1/7/2020,STC,0.060261447,
2414,Surface necrosis (score):,1/7/2020,STC,1.2,
2415,Weight (g),1/7/2020,STC,7.082,
2416,Antenna:Shrimp lengths (ratio):,1/14/2020,STC,0.867875844,
2417,Condition Factor:,1/14/2020,STC,0.869358773,
2418,Gut content (score):,1/14/2020,STC,2.4,
2419,Hepatosomatic index:,1/14/2020,STC,0.057686067,
2420,Surface necrosis (score):,1/14/2020,STC,0.8,
2421,Weight (g),1/14/2020,STC,6.188,
2422,Antenna:Shrimp lengths (ratio):,1/21/2020,STC,0.481372609,
2423,Condition Factor:,1/21/2020,STC,0.918825144,
2424,Gut content (score):,1/21/2020,STC,1.4,
2425,Hepatosomatic index:,1/21/2020,STC,0.043980843,
2426,Surface necrosis (score):,1/21/2020,STC,1.2,
2427,Weight (g),1/21/2020,STC,11.814,
2428,Antenna:Shrimp lengths (ratio):,1/28/2020,STC,0.69512572,
2429,Condition Factor:,1/28/2020,STC,0.927880106,
2430,Gut content (score):,1/28/2020,STC,2.2,
2431,Hepatosomatic index:,1/28/2020,STC,0.04846905,
2432,Surface necrosis (score):,1/28/2020,STC,0.4,
2433,Weight (g),1/28/2020,STC,12.746,
2434,Gut content (score):,3/31/2020,STC,2,
2435,Antenna:Shrimp lengths (ratio):,1/11/2018,UTB,1.66374183,
2436,Condition Factor:,1/11/2018,UTB,1.03939602,
2437,Gut content (score):,1/11/2018,UTB,0.333333333,
2438,Hepatosomatic index:,1/11/2018,UTB,0.052719662,
2439,Surface necrosis (score):,1/11/2018,UTB,0,
2440,Condition Factor:,1/18/2018,UTB,1.020880937,
2441,Gut content (score):,1/18/2018,UTB,0.8,
2442,Hepatosomatic index:,1/18/2018,UTB,0.048100978,
2443,Surface necrosis (score):,1/18/2018,UTB,0,
2444,Weight (g),1/18/2018,UTB,3.424,
2445,Condition Factor:,1/25/2018,UTB,1.120379001,
2446,Gut content (score):,1/25/2018,UTB,0,
2447,Hepatosomatic index:,1/25/2018,UTB,0.047042523,
2448,Surface necrosis (score):,1/25/2018,UTB,0.4,
2449,Weight (g),1/25/2018,UTB,3.156,
2450,Antenna:Shrimp lengths (ratio):,2/1/2018,UTB,0,
2451,Condition Factor:,2/1/2018,UTB,1.100435728,
2452,Gut content (score):,2/1/2018,UTB,0,
2453,Hepatosomatic index:,2/1/2018,UTB,0.04720331,
2454,Surface necrosis (score):,2/1/2018,UTB,0,
2455,Antenna:Shrimp lengths (ratio):,2/7/2018,UTB,0,
2456,Condition Factor:,2/7/2018,UTB,0.999470563,
2457,Gut content (score):,2/7/2018,UTB,0,
2458,Hepatosomatic index:,2/7/2018,UTB,0.045282575,
2459,Surface necrosis (score):,2/7/2018,UTB,0,
2460,Antenna:Shrimp lengths (ratio):,2/15/2018,UTB,0.414943083,
2461,Condition Factor:,2/15/2018,UTB,1.094644602,
2462,Gut content (score):,2/15/2018,UTB,0,
2463,Hepatosomatic index:,2/15/2018,UTB,0.045908437,
2464,Surface necrosis (score):,2/15/2018,UTB,0,
2465,Antenna:Shrimp lengths (ratio):,2/22/2018,UTB,0.03460644,
2466,Condition Factor:,2/22/2018,UTB,1.166113441,
2467,Gut content (score):,2/22/2018,UTB,0.2,
2468,Hepatosomatic index:,2/22/2018,UTB,0.045544978,
2469,Surface necrosis (score):,2/22/2018,UTB,0.4,
2470,Antenna:Shrimp lengths (ratio):,3/1/2018,UTB,0.339006561,
2471,Condition Factor:,3/1/2018,UTB,1.145763171,
2472,Gut content (score):,3/1/2018,UTB,2.4,
2473,Hepatosomatic index:,3/1/2018,UTB,0.040355831,
2474,Surface necrosis (score):,3/1/2018,UTB,0,
2475,Antenna:Shrimp lengths (ratio):,4/4/2018,UTB,0.252842552,
2476,Condition Factor:,4/4/2018,UTB,1.217500226,
2477,Gut content (score):,4/4/2018,UTB,1.2,
2478,Hepatosomatic index:,4/4/2018,UTB,0.040766947,
2479,Surface necrosis (score):,4/4/2018,UTB,0.2,
2480,Antenna:Shrimp lengths (ratio):,4/12/2018,UTB,0.025159254,
2481,Condition Factor:,4/12/2018,UTB,1.323191727,
2482,Gut content (score):,4/12/2018,UTB,0.6,
2483,Hepatosomatic index:,4/12/2018,UTB,0.034845706,
2484,Surface necrosis (score):,4/12/2018,UTB,0.6,
2485,Antenna:Shrimp lengths (ratio):,4/19/2018,UTB,0.253790085,
2486,Condition Factor:,4/19/2018,UTB,1.222248531,
2487,Gut content (score):,4/19/2018,UTB,1.4,
2488,Hepatosomatic index:,4/19/2018,UTB,0.033132851,
2489,Surface necrosis (score):,4/19/2018,UTB,0.8,
2490,Antenna:Shrimp lengths (ratio):,4/25/2018,UTB,0.194856161,
2491,Condition Factor:,4/25/2018,UTB,1.149954028,
2492,Gut content (score):,4/25/2018,UTB,1.4,
2493,Hepatosomatic index:,4/25/2018,UTB,0.036775168,
2494,Surface necrosis (score):,4/25/2018,UTB,0.4,
2495,Gut content (score):,5/31/2018,UTB,3.6,
2496,Surface necrosis (score):,5/31/2018,UTB,0,
2497,Gut content (score):,6/7/2018,UTB,3,
2498,Gut content (score):,6/14/2018,UTB,1.2,
2499,Antenna:Shrimp lengths (ratio):,6/20/2018,UTB,1.506037281,
2500,Condition Factor:,6/20/2018,UTB,1.132410442,
2501,Gut content (score):,6/20/2018,UTB,1.2,
2502,Hepatosomatic index:,6/20/2018,UTB,0.063711474,
2503,Surface necrosis (score):,6/20/2018,UTB,0,
2504,Antenna:Shrimp lengths (ratio):,7/19/2018,UTB,0.976875519,
2505,Condition Factor:,7/19/2018,UTB,1.087134759,
2506,Gut content (score):,7/19/2018,UTB,1.2,
2507,Hepatosomatic index:,7/19/2018,UTB,0.047924588,
2508,Surface necrosis (score):,7/19/2018,UTB,0,
2509,Antenna:Shrimp lengths (ratio):,7/27/2018,UTB,0.908548979,
2510,Condition Factor:,7/27/2018,UTB,1.253351531,
2511,Gut content (score):,7/27/2018,UTB,0.2,
2512,Hepatosomatic index:,7/27/2018,UTB,0.04848316,
2513,Surface necrosis (score):,7/27/2018,UTB,0.2,
2514,Antenna:Shrimp lengths (ratio):,8/2/2018,UTB,0.501094072,
2515,Condition Factor:,8/2/2018,UTB,1.084230026,
2516,Gut content (score):,8/2/2018,UTB,0.2,
2517,Hepatosomatic index:,8/2/2018,UTB,0.050259825,
2518,Surface necrosis (score):,8/2/2018,UTB,0.4,
2519,Antenna:Shrimp lengths (ratio):,8/9/2018,UTB,0.359972986,
2520,Condition Factor:,8/9/2018,UTB,1.295698278,
2521,Gut content (score):,8/9/2018,UTB,0.8,
2522,Hepatosomatic index:,8/9/2018,UTB,0.044393495,
2523,Surface necrosis (score):,8/9/2018,UTB,1.2,
2524,Antenna:Shrimp lengths (ratio):,8/16/2018,UTB,0.282181349,
2525,Condition Factor:,8/16/2018,UTB,0.998160587,
2526,Gut content (score):,8/16/2018,UTB,0,
2527,Hepatosomatic index:,8/16/2018,UTB,0.03546415,
2528,Surface necrosis (score):,8/16/2018,UTB,1.6,
2529,Antenna:Shrimp lengths (ratio):,8/23/2018,UTB,0.501808192,
2530,Condition Factor:,8/23/2018,UTB,1.256631693,
2531,Gut content (score):,8/23/2018,UTB,1.2,
2532,Hepatosomatic index:,8/23/2018,UTB,0.043172783,
2533,Surface necrosis (score):,8/23/2018,UTB,0.6,
2534,Antenna:Shrimp lengths (ratio):,8/30/2018,UTB,0.4225204,
2535,Condition Factor:,8/30/2018,UTB,1.175564779,
2536,Gut content (score):,8/30/2018,UTB,0.8,
2537,Hepatosomatic index:,8/30/2018,UTB,0.04261099,
2538,Surface necrosis (score):,8/30/2018,UTB,0.8,
2539,Antenna:Shrimp lengths (ratio):,11/1/2018,UTB,0.693821354,
2540,Condition Factor:,11/1/2018,UTB,1.115043913,
2541,Gut content (score):,11/1/2018,UTB,2,
2542,Hepatosomatic index:,11/1/2018,UTB,0.059132427,
2543,Surface necrosis (score):,11/1/2018,UTB,0,
2544,Antenna:Shrimp lengths (ratio):,11/8/2018,UTB,0.705545492,
2545,Condition Factor:,11/8/2018,UTB,1.149320279,
2546,Gut content (score):,11/8/2018,UTB,0.4,
2547,Hepatosomatic index:,11/8/2018,UTB,0.061976266,
2548,Surface necrosis (score):,11/8/2018,UTB,0,
2549,Antenna:Shrimp lengths (ratio):,11/16/2018,UTB,0.69944689,
2550,Condition Factor:,11/16/2018,UTB,1.031161596,
2551,Gut content (score):,11/16/2018,UTB,3.4,
2552,Hepatosomatic index:,11/16/2018,UTB,0.050522162,
2553,Surface necrosis (score):,11/16/2018,UTB,0.2,
2554,Antenna:Shrimp lengths (ratio):,11/21/2018,UTB,0.456158628,
2555,Condition Factor:,11/21/2018,UTB,1.0722517,
2556,Gut content (score):,11/21/2018,UTB,0.4,
2557,Hepatosomatic index:,11/21/2018,UTB,0.052196681,
2558,Surface necrosis (score):,11/21/2018,UTB,0.2,
2559,Antenna:Shrimp lengths (ratio):,12/6/2018,UTB,0.357222252,
2560,Condition Factor:,12/6/2018,UTB,1.123954178,
2561,Gut content (score):,12/6/2018,UTB,0.6,
2562,Hepatosomatic index:,12/6/2018,UTB,0.046335384,
2563,Surface necrosis (score):,12/6/2018,UTB,0.6,
2564,Antenna:Shrimp lengths (ratio):,12/13/2018,UTB,0.269602798,
2565,Condition Factor:,12/13/2018,UTB,1.09937964,
2566,Gut content (score):,12/13/2018,UTB,0.6,
2567,Hepatosomatic index:,12/13/2018,UTB,0.0416356,
2568,Surface necrosis (score):,12/13/2018,UTB,0.6,
2569,Antenna:Shrimp lengths (ratio):,12/20/2018,UTB,0.221884694,
2570,Condition Factor:,12/20/2018,UTB,1.043113829,
2571,Gut content (score):,12/20/2018,UTB,2.2,
2572,Hepatosomatic index:,12/20/2018,UTB,0.045108618,
2573,Surface necrosis (score):,12/20/2018,UTB,1.2,
2574,Antenna:Shrimp lengths (ratio):,1/3/2019,UTB,0.190159248,
2575,Condition Factor:,1/3/2019,UTB,1.115104361,
2576,Gut content (score):,1/3/2019,UTB,2.4,
2577,Hepatosomatic index:,1/3/2019,UTB,0.0326578,
2578,Surface necrosis (score):,1/3/2019,UTB,0.4,
2579,Antenna:Shrimp lengths (ratio):,1/9/2019,UTB,0.262645649,
2580,Condition Factor:,1/9/2019,UTB,1.175563629,
2581,Gut content (score):,1/9/2019,UTB,2.4,
2582,Hepatosomatic index:,1/9/2019,UTB,0.039691102,
2583,Surface necrosis (score):,1/9/2019,UTB,0.8,
2584,Antenna:Shrimp lengths (ratio):,1/17/2019,UTB,0.207358208,
2585,Condition Factor:,1/17/2019,UTB,1.106355087,
2586,Gut content (score):,1/17/2019,UTB,3.6,
2587,Hepatosomatic index:,1/17/2019,UTB,0.037039668,
2588,Surface necrosis (score):,1/17/2019,UTB,1,
2589,Gut content (score):,2/21/2019,UTB,3.4,
2590,Gut content (score):,2/28/2019,UTB,0.8,
2591,Gut content (score):,3/7/2019,UTB,1.4,
2592,Surface necrosis (score):,3/7/2019,UTB,0,
2593,Gut content (score):,3/13/2019,UTB,0,
2594,Gut content (score):,3/19/2019,UTB,1.4,
2595,Antenna:Shrimp lengths (ratio):,3/28/2019,UTB,0.683782884,
2596,Condition Factor:,3/28/2019,UTB,0.812322341,
2597,Gut content (score):,3/28/2019,UTB,1.6,
2598,Hepatosomatic index:,3/28/2019,UTB,0.064259497,
2599,Surface necrosis (score):,3/28/2019,UTB,0,
2600,Gut content (score):,9/3/2019,UTB,3.2,
2601,Surface necrosis (score):,9/3/2019,UTB,0,
2602,Gut content (score):,9/10/2019,UTB,1,
2603,Surface necrosis (score):,9/10/2019,UTB,0,
2604,Gut content (score):,9/17/2019,UTB,0.6,
2605,Surface necrosis (score):,9/17/2019,UTB,0.6,
2606,Gut content (score):,9/24/2019,UTB,0,
2607,Surface necrosis (score):,9/24/2019,UTB,0,
2608,Antenna:Shrimp lengths (ratio):,10/1/2019,UTB,0.668430496,
2609,Condition Factor:,10/1/2019,UTB,1.051141141,
2610,Gut content (score):,10/1/2019,UTB,0.2,
2611,Hepatosomatic index:,10/1/2019,UTB,0.070634976,
2612,Surface necrosis (score):,10/1/2019,UTB,0,
2613,Weight (g),10/1/2019,UTB,2.918,
2614,Antenna:Shrimp lengths (ratio):,10/8/2019,UTB,0.651554753,
2615,Condition Factor:,10/8/2019,UTB,0.855247526,
2616,Gut content (score):,10/8/2019,UTB,1.2,
2617,Hepatosomatic index:,10/8/2019,UTB,0.064288953,
2618,Surface necrosis (score):,10/8/2019,UTB,0.4,
2619,Weight (g),10/8/2019,UTB,5.476,
2620,Gut content (score):,11/5/2019,UTB,0.8,
2621,Surface necrosis (score):,11/5/2019,UTB,0,
2622,Gut content (score):,11/12/2019,UTB,0,
2623,Surface necrosis (score):,11/12/2019,UTB,0.2,
2624,Gut content (score):,11/19/2019,UTB,2.8,
2625,Surface necrosis (score):,11/19/2019,UTB,0,
2626,Antenna:Shrimp lengths (ratio):,1/28/2020,UTB,1.225629042,
2627,Condition Factor:,1/28/2020,UTB,0.8621009,
2628,Gut content (score):,1/28/2020,UTB,2.4,
2629,Hepatosomatic index:,1/28/2020,UTB,0.05962067,
2630,Surface necrosis (score):,1/28/2020,UTB,0.2,
2631,Weight (g),1/28/2020,UTB,3.828,
2632,Antenna:Shrimp lengths (ratio):,2/11/2020,UTB,1.070902282,
2633,Condition Factor:,2/11/2020,UTB,0.821681054,
2634,Gut content (score):,2/11/2020,UTB,0.6,
2635,Hepatosomatic index:,2/11/2020,UTB,0.054028264,
2636,Surface necrosis (score):,2/11/2020,UTB,0.2,
2637,Weight (g),2/11/2020,UTB,9.28,
2638,Antenna:Shrimp lengths (ratio):,2/25/2020,UTB,0.809658973,
2639,Condition Factor:,2/25/2020,UTB,0.838835892,
2640,Gut content (score):,2/25/2020,UTB,1.2,
2641,Hepatosomatic index:,2/25/2020,UTB,0.047292893,
